ID;time;Dose;OBS;YTYPE;EVID;MDV;AMT
4;46;0;251.263393890983;2;0;0;0
4;48;0;255.607422940012;2;0;0;0
4;49;0;283.481204680063;2;0;0;0
4;50;0;280.791140566954;2;0;0;0
5;0;0;0;.;1;1;0
5;2;0;54.1938410148413;2;0;0;0
5;3;0;60.0561735563317;2;0;0;0
5;4;0;59.312713298633;2;0;0;0
5;6;0;67.2202799219259;2;0;0;0
5;7;0;72.9642864406832;2;0;0;0
5;9;0;73.4197938061799;2;0;0;0
5;13;0;92.5851954630373;2;0;0;0
5;15;0;101.253484589622;2;0;0;0
5;16;0;112.529736740956;2;0;0;0
5;18;0;123.029544927487;2;0;0;0
5;19;0;124.75058607626;2;0;0;0
5;22;0;130.758054010605;2;0;0;0
5;28;0;183.573853298169;2;0;0;0
5;31;0;179.937493354709;2;0;0;0
5;33;0;186.38537616902;2;0;0;0
5;34;0;209.136684160155;2;0;0;0
5;35;0;187.342408826448;2;0;0;0
5;36;0;214.862189228284;2;0;0;0
5;37;0;203.704006179714;2;0;0;0
5;39;0;212.344753160442;2;0;0;0
5;42;0;221.112865830384;2;0;0;0
5;43;0;247.973803307722;2;0;0;0
5;45;0;260.537416047997;2;0;0;0
5;47;0;295.144912866756;2;0;0;0
5;48;0;265.299424085569;2;0;0;0
6;0;0;0;.;1;1;0
6;0;0;52.8712152844277;2;0;0;0
6;2;0;52.0869285378279;2;0;0;0
6;7;0;69.556942050339;2;0;0;0
6;8;0;71.8812897574708;2;0;0;0
6;12;0;80.1367904590712;2;0;0;0
6;15;0;94.1630851377175;2;0;0;0
6;19;0;112.025535650244;2;0;0;0
6;20;0;114.399481840873;2;0;0;0
6;22;0;113.541827799694;2;0;0;0
6;24;0;144.802700956691;2;0;0;0
6;25;0;142.400288991456;2;0;0;0
6;27;0;153.230762109287;2;0;0;0
6;29;0;173.719361649704;2;0;0;0
6;31;0;177.072750586829;2;0;0;0
6;33;0;198.988167913628;2;0;0;0
6;35;0;215.662904404544;2;0;0;0
6;36;0;205.732489307331;2;0;0;0
6;38;0;229.005930624537;2;0;0;0
6;39;0;211.443245680262;2;0;0;0
6;40;0;220.069525434074;2;0;0;0
6;41;0;251.371107419331;2;0;0;0
6;45;0;242.333856972798;2;0;0;0
6;46;0;274.975572228113;2;0;0;0
6;47;0;256.469683001413;2;0;0;0
6;48;0;312.629025117383;2;0;0;0
7;0;0;0;.;1;1;0
7;1;0;55.8387056138752;2;0;0;0
7;3;0;57.5789421041049;2;0;0;0
7;5;0;70.5018914216743;2;0;0;0
7;7;0;78.9371014808338;2;0;0;0
7;8;0;85.0088090841834;2;0;0;0
7;9;0;89.8468532450416;2;0;0;0
7;11;0;102.046537841852;2;0;0;0
7;13;0;99.4465934581613;2;0;0;0
7;15;0;110.798155415597;2;0;0;0
7;16;0;119.185622744285;2;0;0;0
7;17;0;142.213537290585;2;0;0;0
7;18;0;139.534312119425;2;0;0;0
7;19;0;137.109594761905;2;0;0;0
7;22;0;153.473002234914;2;0;0;0
7;23;0;166.852871244665;2;0;0;0
7;28;0;183.714834765541;2;0;0;0
7;29;0;188.684228419775;2;0;0;0
7;34;0;235.48273015402;2;0;0;0
7;38;0;247.291040587575;2;0;0;0
7;41;0;245.026593542534;2;0;0;0
7;43;0;250.15088485312;2;0;0;0
7;44;0;292.017524608778;2;0;0;0
7;48;0;305.354594945559;2;0;0;0
7;49;0;324.554398226162;2;0;0;0
7;50;0;300.91597566837;2;0;0;0
8;0;0;0;.;1;1;0
8;2;0;61.6758262983342;2;0;0;0
8;3;0;61.4812657756107;2;0;0;0
8;4;0;72.0545666200376;2;0;0;0
8;5;0;64.2773599477879;2;0;0;0
8;6;0;70.5536622883363;2;0;0;0
8;8;0;81.5416647946557;2;0;0;0
8;10;0;91.2290075896926;2;0;0;0
8;11;0;93.7721728363801;2;0;0;0
8;13;0;113.389385963881;2;0;0;0
8;18;0;143.709779043869;2;0;0;0
8;20;0;159.117582366763;2;0;0;0
8;21;0;167.733814836733;2;0;0;0
8;22;0;175.850496876202;2;0;0;0
8;27;0;187.589341686545;2;0;0;0
8;30;0;237.52398236238;2;0;0;0
8;34;0;238.423205487981;2;0;0;0
8;35;0;256.927982385304;2;0;0;0
8;37;0;271.336136088229;2;0;0;0
8;38;0;266.876510303366;2;0;0;0
8;39;0;281.037206391639;2;0;0;0
8;42;0;281.763394493112;2;0;0;0
8;43;0;297.087015981221;2;0;0;0
8;46;0;321.882045138549;2;0;0;0
8;47;0;337.935489139296;2;0;0;0
8;48;0;342.737588377103;2;0;0;0
9;0;0;0;.;1;1;0
9;0;0;47.0162933936087;2;0;0;0
9;1;0;51.8580672059967;2;0;0;0
9;2;0;55.1697834367885;2;0;0;0
9;3;0;59.6553452510896;2;0;0;0
9;8;0;78.5531874665514;2;0;0;0
9;9;0;80.2275025141557;2;0;0;0
9;10;0;90.5774802656123;2;0;0;0
9;11;0;98.4451243467344;2;0;0;0
9;12;0;101.209328123891;2;0;0;0
9;14;0;111.585643441931;2;0;0;0
9;17;0;115.317471751929;2;0;0;0
9;20;0;137.370663299597;2;0;0;0
9;21;0;131.425919379103;2;0;0;0
9;23;0;147.109798959514;2;0;0;0
9;24;0;146.087629462589;2;0;0;0
9;26;0;165.928594218644;2;0;0;0
9;29;0;160.952606765756;2;0;0;0
9;30;0;167.968896859506;2;0;0;0
9;31;0;176.464890641863;2;0;0;0
9;34;0;199.542822636458;2;0;0;0
9;35;0;182.380558023536;2;0;0;0
9;36;0;194.923763539861;2;0;0;0
9;42;0;246.61011332598;2;0;0;0
9;48;0;246.310263682661;2;0;0;0
9;49;0;281.703167655029;2;0;0;0
10;0;0;0;.;1;1;0
10;5;0;71.5607094478985;2;0;0;0
10;6;0;79.359102533124;2;0;0;0
10;7;0;85.7686559892006;2;0;0;0
10;10;0;97.5429155858583;2;0;0;0
10;12;0;105.566198425518;2;0;0;0
10;13;0;111.327373652095;2;0;0;0
10;16;0;131.756077915127;2;0;0;0
10;18;0;141.477969464563;2;0;0;0
10;21;0;173.639086094036;2;0;0;0
10;22;0;173.738756158098;2;0;0;0
10;26;0;186.088717878866;2;0;0;0
10;27;0;189.780056745876;2;0;0;0
10;30;0;214.424891172946;2;0;0;0
10;31;0;202.108568266693;2;0;0;0
10;33;0;221.453727668808;2;0;0;0
10;35;0;227.792133611017;2;0;0;0
10;38;0;246.148044700598;2;0;0;0
10;39;0;240.292884118832;2;0;0;0
10;42;0;269.330260005837;2;0;0;0
10;43;0;282.523013620375;2;0;0;0
10;44;0;272.948184697295;2;0;0;0
10;46;0;277.880335980301;2;0;0;0
10;47;0;282.415407745877;2;0;0;0
10;49;0;294.595174734214;2;0;0;0
10;50;0;339.188794154309;2;0;0;0
11;0;0;0;.;1;1;0
11;1;0;49.6443218092719;2;0;0;0
11;2;0;49.5449612815793;2;0;0;0
11;5;0;64.8898880170326;2;0;0;0
11;6;0;66.4994404325128;2;0;0;0
11;7;0;73.7548372157573;2;0;0;0
11;8;0;79.4678630110342;2;0;0;0
11;9;0;86.6226008343514;2;0;0;0
11;12;0;94.3487231864547;2;0;0;0
11;13;0;102.025075538132;2;0;0;0
11;17;0;127.783749017015;2;0;0;0
11;18;0;123.6937448966;2;0;0;0
11;23;0;164.574237554563;2;0;0;0
11;24;0;188.812251863511;2;0;0;0
11;25;0;185.883780703193;2;0;0;0
11;28;0;223.839389872587;2;0;0;0
11;30;0;229.695815406642;2;0;0;0
11;35;0;274.000419182365;2;0;0;0
11;36;0;281.307680686783;2;0;0;0
11;39;0;341.73421355604;2;0;0;0
11;40;0;319.421327920247;2;0;0;0
11;43;0;337.817109080049;2;0;0;0
11;44;0;380.632976424399;2;0;0;0
11;45;0;396.014110566962;2;0;0;0
11;46;0;374.922367563559;2;0;0;0
11;47;0;401.238913244164;2;0;0;0
12;0;0;0;.;1;1;0
12;0;0;48.7306685408321;2;0;0;0
12;1;0;48.7906905075952;2;0;0;0
12;2;0;57.5408700229148;2;0;0;0
12;5;0;70.0202413281521;2;0;0;0
12;6;0;78.1804608042807;2;0;0;0
12;8;0;77.1247373118041;2;0;0;0
12;10;0;85.2793128355797;2;0;0;0
12;17;0;124.557300965502;2;0;0;0
12;19;0;127.62970481695;2;0;0;0
12;22;0;141.416460218906;2;0;0;0
12;25;0;149.280781907913;2;0;0;0
12;26;0;164.518833585196;2;0;0;0
12;28;0;172.989637335492;2;0;0;0
12;30;0;164.546246834005;2;0;0;0
12;31;0;180.364915392874;2;0;0;0
12;36;0;194.052308553719;2;0;0;0
12;37;0;212.123712193733;2;0;0;0
12;38;0;221.733357037747;2;0;0;0
12;41;0;217.739124932608;2;0;0;0
12;42;0;207.754052402442;2;0;0;0
12;44;0;254.181749874215;2;0;0;0
12;46;0;247.577901669412;2;0;0;0
12;47;0;268.55365122894;2;0;0;0
12;48;0;250.282497517752;2;0;0;0
12;50;0;251.035500352154;2;0;0;0
13;0;0;0;.;1;1;0
13;2;0;56.8155225823393;2;0;0;0
13;3;0;64.9995880606367;2;0;0;0
13;4;0;74.3849242531707;2;0;0;0
13;5;0;77.3263986595044;2;0;0;0
13;6;0;84.4092249393169;2;0;0;0
13;8;0;93.8964659991572;2;0;0;0
13;9;0;99.3281632863703;2;0;0;0
13;11;0;107.533435465503;2;0;0;0
13;12;0;120.791562583294;2;0;0;0
13;13;0;118.627261442651;2;0;0;0
13;14;0;118.630668693425;2;0;0;0
13;15;0;135.568718670927;2;0;0;0
13;16;0;146.262069574859;2;0;0;0
13;24;0;195.732174044163;2;0;0;0
13;25;0;190.516943060862;2;0;0;0
13;26;0;202.38602355451;2;0;0;0
13;31;0;210.692138693932;2;0;0;0
13;32;0;223.914600447146;2;0;0;0
13;34;0;261.160677754488;2;0;0;0
13;39;0;257.881012056337;2;0;0;0
13;41;0;284.154255565373;2;0;0;0
13;42;0;312.819305474472;2;0;0;0
13;43;0;306.96999033133;2;0;0;0
13;47;0;320.152432283127;2;0;0;0
13;48;0;353.280455742495;2;0;0;0
14;0;0;0;.;1;1;0
14;6;0;70.2153612216481;2;0;0;0
14;7;0;69.4153172345228;2;0;0;0
14;8;0;74.2179603681021;2;0;0;0
14;12;0;100.617214507873;2;0;0;0
14;17;0;139.8090365902;2;0;0;0
14;18;0;145.018003116686;2;0;0;0
14;20;0;164.337169935121;2;0;0;0
14;22;0;174.338464314111;2;0;0;0
14;23;0;181.175525837236;2;0;0;0
14;24;0;193.149397659648;2;0;0;0
14;25;0;208.130356176272;2;0;0;0
14;26;0;226.809415397306;2;0;0;0
14;27;0;227.394829884992;2;0;0;0
14;29;0;233.385772826503;2;0;0;0
14;30;0;244.715421639292;2;0;0;0
14;35;0;275.203072443437;2;0;0;0
14;39;0;314.48341755501;2;0;0;0
14;40;0;351.89916600874;2;0;0;0
14;41;0;308.704247645635;2;0;0;0
14;42;0;331.244530962733;2;0;0;0
14;44;0;356.412154455728;2;0;0;0
14;45;0;325.76525141847;2;0;0;0
14;46;0;360.481082727772;2;0;0;0
14;48;0;357.902069055225;2;0;0;0
14;50;0;398.073576631254;2;0;0;0
15;0;0;0;.;1;1;0
15;0;0;52.5076880877112;2;0;0;0
15;2;0;59.9000632526492;2;0;0;0
15;4;0;64.2248034538157;2;0;0;0
15;5;0;69.2838116956258;2;0;0;0
15;8;0;91.0794878244514;2;0;0;0
15;12;0;101.998518215173;2;0;0;0
15;13;0;109.107112679629;2;0;0;0
15;16;0;138.070856552968;2;0;0;0
15;19;0;155.819718532611;2;0;0;0
15;20;0;160.851664246446;2;0;0;0
15;22;0;177.11873583341;2;0;0;0
15;23;0;161.957610466838;2;0;0;0
15;28;0;205.49863094099;2;0;0;0
15;29;0;222.893356803146;2;0;0;0
15;31;0;206.313955847007;2;0;0;0
15;32;0;217.719282165099;2;0;0;0
15;35;0;235.853277048103;2;0;0;0
15;36;0;274.826025606198;2;0;0;0
15;37;0;250.717461182779;2;0;0;0
15;38;0;294.663673337672;2;0;0;0
15;43;0;268.959227842632;2;0;0;0
15;44;0;293.142086570923;2;0;0;0
15;46;0;332.793251694491;2;0;0;0
15;48;0;310.870501868978;2;0;0;0
15;49;0;332.396976360395;2;0;0;0
16;0;0;0;.;1;1;0
16;0;0;53.1467068105998;2;0;0;0
16;1;0;51.4726173140041;2;0;0;0
16;2;0;58.4745946213816;2;0;0;0
16;4;0;69.9926805167903;2;0;0;0
16;7;0;86.1856986232048;2;0;0;0
16;8;0;93.0673913626894;2;0;0;0
16;9;0;105.80849243086;2;0;0;0
16;14;0;161.395882760253;2;0;0;0
16;16;0;177.926029954267;2;0;0;0
16;17;0;168.911328765944;2;0;0;0
16;20;0;203.01528967575;2;0;0;0
16;22;0;238.757484270524;2;0;0;0
16;27;0;290.32783730516;2;0;0;0
16;29;0;288.081650468585;2;0;0;0
16;30;0;303.184771980474;2;0;0;0
16;31;0;322.029903619771;2;0;0;0
16;35;0;367.302578717271;2;0;0;0
16;37;0;400.596642688523;2;0;0;0
16;39;0;372.289427270003;2;0;0;0
16;40;0;374.635743932465;2;0;0;0
16;41;0;404.71505669675;2;0;0;0
16;42;0;405.940519280679;2;0;0;0
16;43;0;455.46831932221;2;0;0;0
16;45;0;428.674553254733;2;0;0;0
16;49;0;515.891144594631;2;0;0;0
17;0;0;0;.;1;1;0
17;4;0;69.7414915837811;2;0;0;0
17;5;0;89.6838050647093;2;0;0;0
17;6;0;97.9724831384055;2;0;0;0
17;7;0;100.462651918247;2;0;0;0
17;9;0;126.862312774724;2;0;0;0
17;10;0;134.033950331945;2;0;0;0
17;13;0;156.672091186699;2;0;0;0
17;15;0;188.874577370169;2;0;0;0
17;16;0;181.589392846469;2;0;0;0
17;17;0;205.631222292309;2;0;0;0
17;19;0;229.077321661884;2;0;0;0
17;20;0;220.069671911871;2;0;0;0
17;21;0;234.119510624094;2;0;0;0
17;23;0;278.527261089116;2;0;0;0
17;24;0;274.510213352542;2;0;0;0
17;27;0;323.922462714341;2;0;0;0
17;28;0;296.408732351058;2;0;0;0
17;29;0;298.971684771828;2;0;0;0
17;33;0;374.82774355138;2;0;0;0
17;38;0;443.055545826644;2;0;0;0
17;41;0;440.830408502814;2;0;0;0
17;43;0;453.095078768608;2;0;0;0
17;48;0;496.56327708244;2;0;0;0
17;49;0;520.375749402626;2;0;0;0
17;50;0;537.631651530907;2;0;0;0
18;0;0;0;.;1;1;0
18;0;0;47.6229345831134;2;0;0;0
18;1;0;48.2815446242203;2;0;0;0
18;2;0;54.9346648542356;2;0;0;0
18;3;0;54.3781301959335;2;0;0;0
18;8;0;73.1060388107621;2;0;0;0
18;11;0;92.541149115361;2;0;0;0
18;13;0;99.3400922107248;2;0;0;0
18;17;0;108.566976587351;2;0;0;0
18;20;0;129.941649861639;2;0;0;0
18;21;0;123.213240515111;2;0;0;0
18;22;0;133.064797646932;2;0;0;0
18;23;0;137.08660375887;2;0;0;0
18;24;0;157.780581885667;2;0;0;0
18;25;0;149.863598661194;2;0;0;0
18;26;0;154.400320561873;2;0;0;0
18;29;0;161.5521039636;2;0;0;0
18;30;0;167.814288061908;2;0;0;0
18;31;0;188.899150234164;2;0;0;0
18;32;0;184.677766572917;2;0;0;0
18;33;0;188.522700349476;2;0;0;0
18;36;0;190.249381645509;2;0;0;0
18;38;0;193.547312919087;2;0;0;0
18;39;0;214.500004090043;2;0;0;0
18;45;0;254.861433996918;2;0;0;0
18;49;0;266.439116408716;2;0;0;0
19;0;0;0;.;1;1;0
19;0;0;49.8716031602199;2;0;0;0
19;1;0;52.3672906710283;2;0;0;0
19;2;0;58.4436003469933;2;0;0;0
19;7;0;80.0875431082616;2;0;0;0
19;9;0;95.9388342657156;2;0;0;0
19;10;0;102.442998928323;2;0;0;0
19;15;0;123.976575199104;2;0;0;0
19;18;0;149.36675499161;2;0;0;0
19;19;0;151.235633293993;2;0;0;0
19;20;0;157.015384231546;2;0;0;0
19;21;0;153.881751086296;2;0;0;0
19;24;0;180.429741730977;2;0;0;0
19;25;0;184.792762143256;2;0;0;0
19;27;0;196.196662791086;2;0;0;0
19;29;0;203.830051532177;2;0;0;0
19;30;0;197.576810473637;2;0;0;0
19;31;0;207.484613131656;2;0;0;0
19;35;0;225.18735983124;2;0;0;0
19;37;0;238.180156028127;2;0;0;0
19;41;0;293.237118987551;2;0;0;0
19;42;0;261.309292851483;2;0;0;0
19;46;0;284.446152757302;2;0;0;0
19;47;0;273.841265068724;2;0;0;0
19;49;0;297.368490960257;2;0;0;0
19;50;0;299.96173283419;2;0;0;0
20;0;0;0;.;1;1;0
20;1;0;57.2533657007225;2;0;0;0
20;5;0;65.8919807081026;2;0;0;0
20;8;0;79.1813118624622;2;0;0;0
20;13;0;108.355543235077;2;0;0;0
20;14;0;107.901145175564;2;0;0;0
20;15;0;114.43362855119;2;0;0;0
20;19;0;151.752605447522;2;0;0;0
20;20;0;154.728947540538;2;0;0;0
20;22;0;176.141307638668;2;0;0;0
20;24;0;184.402687737822;2;0;0;0
20;25;0;164.747586837074;2;0;0;0
20;27;0;205.072724367977;2;0;0;0
20;28;0;212.880765501843;2;0;0;0
20;29;0;215.422264757842;2;0;0;0
20;32;0;241.663651356018;2;0;0;0
20;33;0;221.637214120966;2;0;0;0
20;36;0;270.671244131357;2;0;0;0
20;37;0;270.278091325022;2;0;0;0
20;38;0;298.219583867678;2;0;0;0
20;41;0;303.757109299678;2;0;0;0
20;42;0;307.363378212728;2;0;0;0
20;44;0;330.904209114446;2;0;0;0
20;46;0;359.552094823815;2;0;0;0
20;48;0;354.938789066495;2;0;0;0
20;49;0;360.057176576505;2;0;0;0
101;0;50;0;.;1;1;50
101;2;50;52.5880992446433;2;0;0;0
101;3;50;0.0675338780906711;1;0;0;0
101;3;50;51.855766078225;2;0;0;0
101;5;50;54.7173308372367;2;0;0;0
101;6;50;47.5545328210259;2;0;0;0
101;7;50;0.00366854009652793;1;0;0;0
101;7;50;51.440690274332;2;0;0;0
101;13;50;3.70451672086552e-05;1;0;0;0
101;15;50;53.334384198178;2;0;0;0
101;16;50;52.0233990939002;2;0;0;0
101;17;50;57.5135601821452;2;0;0;0
101;21;50;63.9287919146364;2;0;0;0
101;24;50;73.6243284469923;2;0;0;0
101;25;50;85.5292914794227;2;0;0;0
101;26;50;84.9247110105151;2;0;0;0
101;27;50;98.6482647374777;2;0;0;0
101;28;50;97.4696839386961;2;0;0;0
101;29;50;106.257578225514;2;0;0;0
101;30;50;114.63835488405;2;0;0;0
101;33;50;136.339845349396;2;0;0;0
101;35;50;141.948288440292;2;0;0;0
101;36;50;153.084522209823;2;0;0;0
101;39;50;168.096570222136;2;0;0;0
101;42;50;194.929409903234;2;0;0;0
101;43;50;208.341232030279;2;0;0;0
101;46;50;219.556704310482;2;0;0;0
101;47;50;235.769040331602;2;0;0;0
101;50;50;261.352126579899;2;0;0;0
102;0;50;0;.;1;1;50
102;0;50;45.8170899077144;2;0;0;0
102;1;50;48.072731998686;2;0;0;0
102;3;50;59.5327134747986;2;0;0;0
102;4;50;54.0194964247882;2;0;0;0
102;6;50;0.00389242082470416;1;0;0;0
102;7;50;52.4222201844159;2;0;0;0
102;8;50;56.6770072703822;2;0;0;0
102;10;50;0.000101024705564791;1;0;0;0
102;11;50;57.7406090955862;2;0;0;0
102;14;50;0;1;0;0;0
102;16;50;74.4898475519769;2;0;0;0
102;18;50;79.1962855413592;2;0;0;0
102;20;50;90.019061908822;2;0;0;0
102;21;50;94.0441720132571;2;0;0;0
102;23;50;113.226495931939;2;0;0;0
102;28;50;135.632343072518;2;0;0;0
102;35;50;155.114764848667;2;0;0;0
102;36;50;182.313893731246;2;0;0;0
102;38;50;177.286766561069;2;0;0;0
102;39;50;198.243000331131;2;0;0;0
102;40;50;199.090699829836;2;0;0;0
102;41;50;208.941477448482;2;0;0;0
102;42;50;212.034007602363;2;0;0;0
102;43;50;196.354090820915;2;0;0;0
102;44;50;213.53394986625;2;0;0;0
102;45;50;232.931757136059;2;0;0;0
102;49;50;236.919710570442;2;0;0;0
102;50;50;241.674959488976;2;0;0;0
103;0;50;0;.;1;1;50
103;1;50;46.4041364082682;2;0;0;0
103;2;50;0.265098450704353;1;0;0;0
103;5;50;41.9947917087857;2;0;0;0
103;7;50;32.7800134010311;2;0;0;0
103;9;50;27.539370971076;2;0;0;0
103;10;50;26.8716822705987;2;0;0;0
103;13;50;0.00016823083340992;1;0;0;0
103;13;50;27.2209218605755;2;0;0;0
103;14;50;8.26553243165736e-05;1;0;0;0
103;16;50;23.2560620704702;2;0;0;0
103;17;50;26.0007121391118;2;0;0;0
103;18;50;26.3051615851071;2;0;0;0
103;20;50;28.4887002359914;2;0;0;0
103;22;50;34.3763894685496;2;0;0;0
103;23;50;31.5688176496779;2;0;0;0
103;26;50;36.1555862652616;2;0;0;0
103;27;50;45.6103680841385;2;0;0;0
103;33;50;55.0767827474237;2;0;0;0
103;34;50;48.6235252093087;2;0;0;0
103;37;50;55.3370931733977;2;0;0;0
103;38;50;60.1124146639544;2;0;0;0
103;39;50;67.4735773798762;2;0;0;0
103;44;50;85.9131484633547;2;0;0;0
103;45;50;94.3417912032657;2;0;0;0
103;46;50;88.8524195378408;2;0;0;0
103;47;50;98.3758244716476;2;0;0;0
103;48;50;96.6395832868631;2;0;0;0
103;49;50;100.466241906571;2;0;0;0
104;0;50;0;.;1;1;50
104;0;50;49.5324751813826;2;0;0;0
104;1;50;0.357250594621969;1;0;0;0
104;5;50;32.7563264550311;2;0;0;0
104;6;50;30.0373166497491;2;0;0;0
104;7;50;0.00074178222782137;1;0;0;0
104;8;50;25.7496967593079;2;0;0;0
104;9;50;27.8370855107743;2;0;0;0
104;10;50;4.08007186863132e-05;1;0;0;0
104;10;50;29.5670848004107;2;0;0;0
104;12;50;32.4804234222724;2;0;0;0
104;13;50;30.892818051933;2;0;0;0
104;19;50;43.1468013728021;2;0;0;0
104;20;50;43.8910272450285;2;0;0;0
104;23;50;50.3938282175474;2;0;0;0
104;24;50;51.1705577287594;2;0;0;0
104;26;50;52.1248715103195;2;0;0;0
104;27;50;61.5987604233123;2;0;0;0
104;28;50;65.7261741439756;2;0;0;0
104;29;50;60.7061779158027;2;0;0;0
104;31;50;71.8770837604224;2;0;0;0
104;34;50;82.5888743843639;2;0;0;0
104;35;50;81.3154609677614;2;0;0;0
104;37;50;93.2249429619783;2;0;0;0
104;38;50;94.8592857172706;2;0;0;0
104;41;50;103.01265172683;2;0;0;0
104;46;50;139.664940014437;2;0;0;0
104;48;50;148.069173314095;2;0;0;0
104;50;50;156.88394177778;2;0;0;0
105;0;50;0;.;1;1;50
105;0;50;46.9725781102539;2;0;0;0
105;1;50;53.6274181624324;2;0;0;0
105;3;50;0.0713486167117956;1;0;0;0
105;5;50;45.931778393895;2;0;0;0
105;6;50;0.00707635728939358;1;0;0;0
105;7;50;41.7613313438118;2;0;0;0
105;8;50;41.7187892887942;2;0;0;0
105;9;50;0.000716018450769035;1;0;0;0
105;9;50;39.3752924296238;2;0;0;0
105;10;50;36.5884350501195;2;0;0;0
105;11;50;41.8067423019332;2;0;0;0
105;13;50;38.7895459784547;2;0;0;0
105;17;50;39.4120259134445;2;0;0;0
105;18;50;45.0195472270216;2;0;0;0
105;19;50;46.1704853552177;2;0;0;0
105;20;50;50.8372775621205;2;0;0;0
105;21;50;48.2416717721172;2;0;0;0
105;27;50;64.8385611337251;2;0;0;0
105;28;50;73.5873431579674;2;0;0;0
105;31;50;83.0649108973024;2;0;0;0
105;33;50;94.2527140024;2;0;0;0
105;35;50;100.236238637511;2;0;0;0
